;abstract_lemma;abstract_pos
60024316;[('article', 1874), ('policy', 1701), ('european', 1664), ('political', 1442), ('use', 1401), ('model', 1386), ('country', 1301), ('study', 1267), ('state', 1254), ('right', 1224), ('eu', 1207), ('find', 1174), ('social', 1151), ('economy', 1151), ('show', 1113), ('paper', 1102), ('analysis', 1098), ('market', 1060), ('law', 1031), ('result', 1020), ('effect', 1017), ('system', 979), ('party', 921), ('different', 879), ('new', 876), ('trade', 871), ('data', 868), ('international', 855), ('author', 843), ('change', 824)];[(('article', 'NN'), 1822), (('european', 'JJ'), 1597), (('political', 'JJ'), 1418), (('policy', 'NN'), 1231), (('social', 'JJ'), 1125), (('paper', 'NN'), 1077), (('countries', 'NNS'), 1006), (('rights', 'NNS'), 990), (('law', 'NN'), 946), (('new', 'JJ'), 872), (('different', 'JJ'), 845), (('international', 'JJ'), 843), (('data', 'NNS'), 814), (('economic', 'JJ'), 802), (('analysis', 'NN'), 797), (('model', 'NN'), 731), (('market', 'NN'), 721), (('results', 'NNS'), 707), (('research', 'NN'), 677), (('authors', 'NNS'), 656), (('public', 'JJ'), 648), (('states', 'NNS'), 642), (('role', 'NN'), 617), (('national', 'JJ'), 617), (('system', 'NN'), 605), (('legal', 'JJ'), 570), (('using', 'VBG'), 564), (('state', 'NN'), 561), (('effects', 'NNS'), 556), (('study', 'NN'), 556)]
60024353;[('use', 10720), ('result', 7824), ('study', 7732), ('model', 7422), ('show', 6521), ('high', 5935), ('present', 5891), ('different', 5529), ('analysis', 5244), ('data', 5069), ('system', 4942), ('cell', 4536), ('effect', 4194), ('process', 4076), ('find', 4054), ('structure', 3869), ('energy', 3746), ('paper', 3679), ('obtain', 3664), ('method', 3599), ('increase', 3569), ('experiment', 3548), ('base', 3544), ('time', 3371), ('investigate', 3240), ('property', 3174), ('sample', 3069), ('level', 3061), ('provide', 3010), ('new', 2984)];[(('results', 'NNS'), 6248), (('different', 'JJ'), 5438), (('data', 'NNS'), 4822), (('model', 'NN'), 4615), (('using', 'VBG'), 4500), (('analysis', 'NN'), 4174), (('study', 'NN'), 3832), (('paper', 'NN'), 3577), (('used', 'VBN'), 3305), (('energy', 'NN'), 3297), (('based', 'VBN'), 3251), (('system', 'NN'), 3129), (('high', 'JJ'), 3015), (('properties', 'NNS'), 2984), (('new', 'JJ'), 2975), (('order', 'NN'), 2649), (('time', 'NN'), 2614), (('species', 'NNS'), 2578), (('authors', 'NNS'), 2499), (('present', 'JJ'), 2442), (('effects', 'NNS'), 2245), (('production', 'NN'), 2236), (('cells', 'NNS'), 2210), (('conditions', 'NNS'), 2206), (('approach', 'NN'), 2169), (('well', 'RB'), 2091), (('large', 'JJ'), 2054), (('rights', 'NNS'), 2024), (('observed', 'VBD'), 1989), (('compared', 'VBN'), 1981)]
60024690;[('patient', 19438), ('study', 18388), ('use', 17515), ('cell', 16106), ('result', 15782), ('show', 12288), ('high', 12242), ('data', 9748), ('effect', 9612), ('analysis', 9533), ('present', 9296), ('increase', 9110), ('find', 8959), ('model', 8791), ('significant', 8721), ('different', 8493), ('method', 8353), ('group', 8174), ('level', 7734), ('low', 6986), ('case', 6607), ('system', 6603), ('activity', 6477), ('test', 6455), ('time', 6346), ('treatment', 6173), ('investigate', 5897), ('±', 5725), ('obtain', 5656), ('observe', 5648)];[(('patients', 'NNS'), 17586), (('results', 'NNS'), 12919), (('study', 'NN'), 9540), (('data', 'NNS'), 9196), (('cells', 'NNS'), 8369), (('different', 'JJ'), 8286), (('using', 'VBG'), 7736), (('analysis', 'NN'), 7714), (('treatment', 'NN'), 5531), (('activity', 'NN'), 5429), (('group', 'NN'), 5408), (('high', 'JJ'), 5376), (('time', 'NN'), 5170), (('may', 'MD'), 5150), (('cell', 'NN'), 5087), (('model', 'NN'), 5073), (('new', 'JJ'), 4994), (('effects', 'NNS'), 4977), (('methods', 'NNS'), 4933), (('used', 'VBN'), 4903), (('present', 'JJ'), 4857), (('compared', 'VBN'), 4796), (('levels', 'NNS'), 4748), (('significant', 'JJ'), 4694), (('clinical', 'JJ'), 4676), (('effect', 'NN'), 4624), (('based', 'VBN'), 4516), (('showed', 'VBD'), 4499), (('system', 'NN'), 4378), (('human', 'JJ'), 4317)]
60025153;[('patient', 46219), ('use', 33350), ('study', 32125), ('result', 32015), ('cell', 27770), ('show', 22578), ('high', 20806), ('model', 19602), ('data', 19225), ('present', 18159), ('analysis', 17505), ('different', 16716), ('method', 16509), ('significant', 16082), ('find', 15706), ('increase', 15202), ('group', 15197), ('effect', 14986), ('system', 14132), ('level', 13186), ('case', 12874), ('treatment', 12263), ('test', 12016), ('low', 11920), ('control', 11917), ('time', 11406), ('clinic', 11239), ('disease', 11205), ('obtain', 10736), ('observe', 10722)];[(('patients', 'NNS'), 42188), (('results', 'NNS'), 26355), (('data', 'NNS'), 18222), (('study', 'NN'), 16714), (('different', 'JJ'), 16373), (('cells', 'NNS'), 15152), (('analysis', 'NN'), 14403), (('using', 'VBG'), 14128), (('model', 'NN'), 11776), (('treatment', 'NN'), 11048), (('clinical', 'JJ'), 10678), (('group', 'NN'), 10119), (('methods', 'NNS'), 9898), (('used', 'VBN'), 9728), (('system', 'NN'), 9693), (('may', 'MD'), 9567), (('compared', 'VBN'), 9321), (('high', 'JJ'), 9075), (('new', 'JJ'), 9004), (('significant', 'JJ'), 8973), (('time', 'NN'), 8914), (('cell', 'NN'), 8694), (('based', 'VBN'), 8523), (('activity', 'NN'), 8501), (('authors', 'NNS'), 8116), (('showed', 'VBD'), 7980), (('present', 'JJ'), 7918), (('observed', 'VBD'), 7835), (('paper', 'NN'), 7818), (('found', 'VBD'), 7793)]
60025965;[('use', 13080), ('patient', 12417), ('study', 11560), ('result', 11018), ('high', 8034), ('model', 7884), ('show', 7808), ('data', 6535), ('present', 6242), ('analysis', 6166), ('different', 6159), ('group', 6087), ('method', 6079), ('cell', 6043), ('significant', 5721), ('increase', 5597), ('find', 5440), ('level', 5364), ('effect', 5037), ('system', 4788), ('low', 4486), ('time', 4476), ('treatment', 4207), ('control', 4026), ('case', 3943), ('base', 3867), ('±', 3846), ('compare', 3782), ('test', 3767), ('sample', 3704)];[(('patients', 'NNS'), 11370), (('results', 'NNS'), 8957), (('study', 'NN'), 6382), (('data', 'NNS'), 6195), (('different', 'JJ'), 6025), (('using', 'VBG'), 5523), (('analysis', 'NN'), 5114), (('model', 'NN'), 4727), (('used', 'VBN'), 3910), (('group', 'NN'), 3838), (('time', 'NN'), 3530), (('methods', 'NNS'), 3523), (('treatment', 'NN'), 3522), (('paper', 'NN'), 3477), (('based', 'VBN'), 3424), (('high', 'JJ'), 3421), (('compared', 'VBN'), 3410), (('system', 'NN'), 3148), (('significant', 'JJ'), 3076), (('cells', 'NNS'), 3076), (('may', 'MD'), 3032), (('energy', 'NN'), 3002), (('showed', 'VBD'), 2923), (('new', 'JJ'), 2922), (('±', 'NNP'), 2840), (('levels', 'NNS'), 2806), (('production', 'NN'), 2789), (('clinical', 'JJ'), 2744), (('associated', 'VBN'), 2708), (('authors', 'NNS'), 2675)]
60026298;[('study', 6506), ('use', 6280), ('show', 5356), ('result', 5260), ('cell', 4441), ('high', 4334), ('effect', 3988), ('different', 3501), ('structure', 3473), ('model', 3260), ('present', 3248), ('find', 3233), ('analysis', 3170), ('activity', 3154), ('system', 3148), ('increase', 3041), ('data', 2823), ('group', 2555), ('method', 2480), ('obtain', 2456), ('receptor', 2424), ('significant', 2398), ('level', 2310), ('low', 2297), ('investigate', 2192), ('compound', 2176), ('rat', 2156), ('specie', 2126), ('time', 2064), ('new', 2054)];[(('results', 'NNS'), 4176), (('different', 'JJ'), 3425), (('study', 'NN'), 3160), (('using', 'VBG'), 2767), (('data', 'NNS'), 2650), (('activity', 'NN'), 2590), (('analysis', 'NN'), 2481), (('cells', 'NNS'), 2298), (('species', 'NNS'), 2083), (('new', 'JJ'), 2047), (('effect', 'NN'), 2017), (('system', 'NN'), 1968), (('effects', 'NNS'), 1965), (('showed', 'VBD'), 1864), (('high', 'JJ'), 1862), (('used', 'VBN'), 1842), (('model', 'NN'), 1837), (('present', 'JJ'), 1830), (('society', 'NN'), 1653), (('group', 'NN'), 1627), (('time', 'NN'), 1618), (('may', 'MD'), 1612), (('found', 'VBD'), 1590), (('structure', 'NN'), 1580), (('properties', 'NNS'), 1577), (('presence', 'NN'), 1550), (('rights', 'NNS'), 1481), (('cell', 'NN'), 1473), (('receptor', 'NN'), 1455), (('rats', 'NNS'), 1446)]
60026777;[('patient', 39158), ('study', 21372), ('result', 17508), ('use', 16214), ('cell', 13787), ('show', 13137), ('high', 12422), ('group', 12281), ('significant', 11781), ('treatment', 10424), ('increase', 9952), ('analysis', 9808), ('method', 9526), ('effect', 9037), ('disease', 8913), ('level', 8898), ('find', 8773), ('clinic', 8421), ('present', 8064), ('year', 7940), ('data', 7739), ('control', 7589), ('case', 7516), ('different', 7498), ('conclusion', 7365), ('model', 7235), ('aim', 6961), ('evaluate', 6952), ('±', 6946), ('compare', 6742)];[(('patients', 'NNS'), 35903), (('results', 'NNS'), 15077), (('study', 'NN'), 12597), (('treatment', 'NN'), 9379), (('group', 'NN'), 8633), (('analysis', 'NN'), 8058), (('clinical', 'JJ'), 7883), (('different', 'JJ'), 7312), (('data', 'NNS'), 7234), (('methods', 'NNS'), 6973), (('cells', 'NNS'), 6826), (('showed', 'VBD'), 6616), (('significant', 'JJ'), 6226), (('compared', 'VBN'), 6157), (('years', 'NNS'), 6122), (('levels', 'NNS'), 6019), (('using', 'VBG'), 6014), (('disease', 'NN'), 5936), (('may', 'MD'), 5731), (('associated', 'VBN'), 5648), (('significantly', 'RB'), 5555), (('age', 'NN'), 5110), (('time', 'NN'), 4943), (('activity', 'NN'), 4931), (('cell', 'NN'), 4832), (('high', 'JJ'), 4824), (('effects', 'NNS'), 4800), (('risk', 'NN'), 4772), (('authors', 'NNS'), 4752), (('higher', 'JJR'), 4699)]
60027141;[('study', 1064), ('use', 874), ('result', 711), ('analysis', 696), ('age', 680), ('model', 670), ('paper', 669), ('economy', 578), ('show', 546), ('year', 542), ('italian', 505), ('aim', 469), ('country', 465), ('present', 459), ('different', 450), ('policy', 434), ('right', 422), ('method', 414), ('research', 414), ('find', 411), ('level', 397), ('high', 391), ('social', 389), ('italy', 382), ('article', 377), ('author', 375), ('base', 369), ('new', 364), ('system', 359), ('process', 358)];[(('paper', 'NN'), 644), (('study', 'NN'), 616), (('results', 'NNS'), 574), (('analysis', 'NN'), 569), (('age', 'NN'), 540), (('italian', 'JJ'), 492), (('years', 'NNS'), 466), (('different', 'JJ'), 440), (('model', 'NN'), 420), (('research', 'NN'), 407), (('economic', 'JJ'), 379), (('social', 'JJ'), 371), (('new', 'JJ'), 364), (('article', 'NN'), 342), (('countries', 'NNS'), 335), (('based', 'VBN'), 334), (('data', 'NNS'), 324), (('rights', 'NNS'), 324), (('authors', 'NNS'), 307), (('role', 'NN'), 299), (('development', 'NN'), 291), (('policy', 'NN'), 281), (('using', 'VBG'), 265), (('time', 'NN'), 263), (('approach', 'NN'), 263), (('used', 'VBN'), 245), (('growth', 'NN'), 243), (('european', 'JJ'), 239), (('level', 'NN'), 236), (('may', 'MD'), 235)]
60027299;[('model', 7320), ('use', 6793), ('result', 5314), ('system', 4099), ('present', 3832), ('data', 3773), ('study', 3679), ('paper', 3472), ('analysis', 3400), ('propose', 3304), ('energy', 3217), ('base', 3093), ('show', 3087), ('different', 2970), ('experiment', 2871), ('process', 2857), ('high', 2648), ('method', 2591), ('approach', 2492), ('design', 2451), ('structure', 2264), ('obtain', 2264), ('time', 2188), ('parameter', 2135), ('limit', 2104), ('test', 2072), ('measure', 2053), ('collision', 2006), ('author', 1977), ('performance', 1965)];[(('results', 'NNS'), 4414), (('model', 'NN'), 4362), (('data', 'NNS'), 3610), (('paper', 'NN'), 3414), (('using', 'VBG'), 3124), (('energy', 'NN'), 2948), (('different', 'JJ'), 2902), (('based', 'VBN'), 2873), (('analysis', 'NN'), 2781), (('system', 'NN'), 2718), (('study', 'NN'), 1906), (('approach', 'NN'), 1896), (('used', 'VBN'), 1890), (('authors', 'NNS'), 1862), (('production', 'NN'), 1832), (('order', 'NN'), 1819), (('new', 'JJ'), 1791), (('proposed', 'VBN'), 1756), (('time', 'NN'), 1755), (('models', 'NNS'), 1729), (('collisions', 'NNS'), 1660), (('design', 'NN'), 1656), (('process', 'NN'), 1634), (('performance', 'NN'), 1624), (('parameters', 'NNS'), 1536), (('experimental', 'JJ'), 1499), (('high', 'JJ'), 1473), (('method', 'NN'), 1436), (('case', 'NN'), 1395), (('systems', 'NNS'), 1381)]
60027509;[('patient', 40361), ('use', 31035), ('result', 30457), ('study', 30106), ('cell', 25331), ('show', 22433), ('high', 19052), ('model', 17693), ('data', 16573), ('analysis', 16250), ('present', 15996), ('find', 15905), ('significant', 15339), ('group', 14859), ('effect', 14545), ('method', 14181), ('different', 13992), ('increase', 13961), ('treatment', 12129), ('level', 11972), ('system', 11894), ('time', 11290), ('low', 10787), ('control', 10765), ('test', 10392), ('case', 10371), ('±', 10305), ('observe', 9831), ('disease', 9801), ('compare', 9551)];[(('patients', 'NNS'), 36756), (('results', 'NNS'), 24806), (('study', 'NN'), 16529), (('data', 'NNS'), 15611), (('analysis', 'NN'), 13790), (('different', 'JJ'), 13666), (('using', 'VBG'), 13659), (('cells', 'NNS'), 13406), (('treatment', 'NN'), 10867), (('model', 'NN'), 10593), (('group', 'NN'), 10139), (('time', 'NN'), 9143), (('may', 'MD'), 8855), (('methods', 'NNS'), 8773), (('significant', 'JJ'), 8609), (('used', 'VBN'), 8575), (('compared', 'VBN'), 8540), (('clinical', 'JJ'), 8455), (('high', 'JJ'), 8446), (('new', 'JJ'), 8151), (('based', 'VBN'), 7845), (('cell', 'NN'), 7820), (('system', 'NN'), 7794), (('present', 'JJ'), 7773), (('activity', 'NN'), 7659), (('showed', 'VBD'), 7452), (('associated', 'VBN'), 7394), (('effects', 'NNS'), 7362), (('paper', 'NN'), 7192), (('effect', 'NN'), 7163)]
60027791;[('church', 25), ('build', 15), ('th', 15), ('study', 14), ('century', 14), ('bone', 14), ('city', 12), ('right', 11), ('reserve', 11), ('element', 10), ('architecture', 10), ('ad', 10), ('early', 10), ('rome', 10), ('noble', 10), ('family', 10), ('paper', 9), ('present', 9), ('st', 9), ('show', 9), ('analysis', 9), ('data', 8), ('within', 8), ('late', 8), ('sample', 8), ('individual', 8), ('burial', 8), ('use', 7), ('high', 7), ('result', 7)];[(('church', 'NN'), 11), (('century', 'NN'), 11), (('churches', 'NNS'), 11), (('rights', 'NNS'), 11), (('ad', 'NN'), 10), (('noble', 'JJ'), 10), (('reserved', 'VBD'), 9), (('bone', 'NN'), 9), (('present', 'JJ'), 8), (('paper', 'NN'), 8), (('th', 'JJ'), 8), (('within', 'IN'), 8), (('individuals', 'NNS'), 8), (('data', 'NNS'), 7), (('architectural', 'JJ'), 7), (('early', 'JJ'), 7), (('buildings', 'NNS'), 7), (('members', 'NNS'), 7), (('archaeological', 'JJ'), 6), (('study', 'NN'), 6), (('st', 'NN'), 6), (('new', 'JJ'), 6), (('excavations', 'NNS'), 6), (('th', 'NN'), 6), (('publishers', 'NNS'), 6), (('analysis', 'NN'), 6), (('city', 'NN'), 6), (('family', 'NN'), 6), (('time', 'NN'), 5), (('several', 'JJ'), 5)]
60028218;[('patient', 72074), ('use', 65497), ('study', 63317), ('result', 59446), ('show', 44630), ('high', 43254), ('model', 39592), ('cell', 35839), ('analysis', 34651), ('present', 34355), ('data', 33586), ('different', 32844), ('group', 32423), ('find', 31565), ('method', 31235), ('significant', 30372), ('increase', 28651), ('effect', 28230), ('system', 25172), ('case', 24964), ('low', 23938), ('time', 23936), ('level', 23782), ('treatment', 23355), ('test', 22847), ('obtain', 20948), ('sample', 20876), ('compare', 20193), ('control', 20186), ('observe', 20076)];[(('patients', 'NNS'), 65671), (('results', 'NNS'), 48760), (('study', 'NN'), 33927), (('different', 'JJ'), 32188), (('data', 'NNS'), 31750), (('analysis', 'NN'), 27853), (('using', 'VBG'), 27603), (('model', 'NN'), 23033), (('group', 'NN'), 21157), (('treatment', 'NN'), 20439), (('time', 'NN'), 18994), (('used', 'VBN'), 18868), (('cells', 'NNS'), 18865), (('high', 'JJ'), 18257), (('compared', 'VBN'), 17955), (('new', 'JJ'), 17913), (('methods', 'NNS'), 17637), (('may', 'MD'), 17330), (('based', 'VBN'), 16936), (('showed', 'VBD'), 16838), (('present', 'JJ'), 16581), (('significant', 'JJ'), 16403), (('clinical', 'JJ'), 16296), (('system', 'NN'), 16084), (('found', 'VBD'), 14474), (('paper', 'NN'), 14468), (('authors', 'NNS'), 14438), (('associated', 'VBN'), 14434), (('observed', 'VBD'), 14356), (('activity', 'NN'), 14270)]
60028868;[('patient', 46866), ('use', 42976), ('study', 40814), ('result', 39590), ('show', 31916), ('high', 28545), ('model', 25128), ('present', 24318), ('data', 23120), ('cell', 22380), ('analysis', 21675), ('significant', 21273), ('different', 21156), ('group', 20761), ('find', 20177), ('method', 19893), ('system', 19715), ('effect', 19648), ('increase', 19501), ('level', 18183), ('time', 16645), ('low', 16048), ('±', 16040), ('test', 15477), ('control', 15122), ('treatment', 14728), ('obtain', 14484), ('case', 14049), ('experiment', 13447), ('activity', 13358)];[(('patients', 'NNS'), 43211), (('results', 'NNS'), 32107), (('data', 'NNS'), 21892), (('study', 'NN'), 21604), (('different', 'JJ'), 20705), (('using', 'VBG'), 17883), (('analysis', 'NN'), 17335), (('model', 'NN'), 15031), (('group', 'NN'), 13884), (('system', 'NN'), 13061), (('time', 'NN'), 12978), (('treatment', 'NN'), 12799), (('new', 'JJ'), 12657), (('used', 'VBN'), 12534), (('showed', 'VBD'), 12123), (('high', 'JJ'), 11899), (('may', 'MD'), 11815), (('based', 'VBN'), 11522), (('present', 'JJ'), 11469), (('significant', 'JJ'), 11451), (('compared', 'VBN'), 11381), (('cells', 'NNS'), 11252), (('activity', 'NN'), 11152), (('±', 'NNP'), 11141), (('methods', 'NNS'), 10919), (('clinical', 'JJ'), 10750), (('levels', 'NNS'), 10486), (('effects', 'NNS'), 10477), (('paper', 'NN'), 9921), (('significantly', 'RB'), 9822)]
60030318;[('patient', 118705), ('study', 78928), ('use', 66782), ('result', 65155), ('cell', 56595), ('high', 51119), ('show', 48871), ('group', 42688), ('significant', 41930), ('increase', 41084), ('find', 36059), ('effect', 35780), ('analysis', 35558), ('method', 35253), ('level', 35203), ('data', 34411), ('treatment', 34347), ('different', 33283), ('present', 31345), ('model', 29997), ('low', 29992), ('case', 28987), ('disease', 28945), ('control', 28766), ('±', 28541), ('clinic', 28201), ('year', 26790), ('test', 25397), ('activity', 25125), ('time', 24451)];[(('patients', 'NNS'), 108244), (('results', 'NNS'), 53893), (('study', 'NN'), 42514), (('different', 'JJ'), 32456), (('data', 'NNS'), 32369), (('treatment', 'NN'), 30511), (('cells', 'NNS'), 29383), (('analysis', 'NN'), 28744), (('group', 'NN'), 28108), (('using', 'VBG'), 27538), (('clinical', 'JJ'), 26432), (('methods', 'NNS'), 23906), (('may', 'MD'), 23718), (('levels', 'NNS'), 23078), (('compared', 'VBN'), 21973), (('activity', 'NN'), 21597), (('significant', 'JJ'), 21491), (('showed', 'VBD'), 21247), (('associated', 'VBN'), 20964), (('significantly', 'RB'), 20439), (('risk', 'NN'), 20421), (('high', 'JJ'), 20277), (('years', 'NNS'), 20045), (('±', 'NNP'), 19712), (('time', 'NN'), 19682), (('disease', 'NN'), 18904), (('used', 'VBN'), 18827), (('age', 'NN'), 18456), (('effect', 'NN'), 18259), (('cell', 'NN'), 18170)]
60030674;[('use', 6565), ('model', 6346), ('result', 5591), ('data', 4778), ('present', 4760), ('decay', 4689), ('study', 4141), ('show', 4120), ('mass', 4094), ('energy', 3935), ('society', 3828), ('state', 3621), ('find', 3540), ('limit', 3317), ('american', 3300), ('measure', 3295), ('system', 3198), ('experiment', 3006), ('physical', 2860), ('function', 2789), ('observe', 2637), ('analysis', 2633), ('event', 2605), ('quantum', 2579), ('measurement', 2577), ('high', 2528), ('structure', 2480), ('collision', 2474), ('correspond', 2468), ('effect', 2447)];[(('data', 'NNS'), 4548), (('results', 'NNS'), 4069), (('model', 'NN'), 4044), (('society', 'NN'), 3666), (('using', 'VBG'), 3622), (('american', 'JJ'), 3300), (('energy', 'NN'), 3179), (('mass', 'NN'), 2910), (('physical', 'JJ'), 2789), (('production', 'NN'), 2374), (('different', 'JJ'), 2270), (('detector', 'NN'), 2137), (('new', 'JJ'), 2119), (('analysis', 'NN'), 2113), (('based', 'VBN'), 2084), (('events', 'NNS'), 2061), (('authors', 'NNS'), 2052), (('study', 'NN'), 2011), (('present', 'JJ'), 2006), (('collisions', 'NNS'), 1975), (('luminosity', 'NN'), 1918), (('system', 'NN'), 1910), (('properties', 'NNS'), 1886), (('states', 'NNS'), 1764), (('state', 'NN'), 1738), (('models', 'NNS'), 1699), (('field', 'NN'), 1678), (('function', 'NN'), 1641), (('corresponding', 'VBG'), 1617), (('observed', 'VBD'), 1596)]
60031624;[('patient', 21821), ('study', 16934), ('use', 15188), ('result', 14549), ('high', 11200), ('show', 11177), ('cell', 10722), ('analysis', 8544), ('significant', 8345), ('method', 8283), ('different', 7967), ('increase', 7903), ('group', 7576), ('present', 7301), ('model', 7214), ('data', 7065), ('find', 6767), ('effect', 6676), ('system', 6527), ('case', 6314), ('level', 6298), ('test', 6204), ('treatment', 6163), ('low', 5836), ('control', 5681), ('evaluate', 5424), ('activity', 5332), ('time', 5158), ('disease', 5133), ('aim', 5117)];[(('patients', 'NNS'), 20100), (('results', 'NNS'), 12251), (('study', 'NN'), 9488), (('different', 'JJ'), 7794), (('analysis', 'NN'), 7010), (('data', 'NNS'), 6619), (('using', 'VBG'), 5809), (('treatment', 'NN'), 5366), (('cells', 'NNS'), 5305), (('showed', 'VBD'), 5287), (('group', 'NN'), 5132), (('methods', 'NNS'), 4861), (('clinical', 'JJ'), 4811), (('high', 'JJ'), 4632), (('used', 'VBN'), 4597), (('significant', 'JJ'), 4469), (('may', 'MD'), 4437), (('compared', 'VBN'), 4393), (('system', 'NN'), 4341), (('model', 'NN'), 4327), (('time', 'NN'), 4309), (('activity', 'NN'), 4168), (('levels', 'NNS'), 3882), (('significantly', 'RB'), 3876), (('paper', 'NN'), 3869), (('new', 'JJ'), 3840), (('higher', 'JJR'), 3799), (('cases', 'NNS'), 3762), (('present', 'JJ'), 3656), (('associated', 'VBN'), 3648)]
60031984;[('patient', 65702), ('study', 26403), ('result', 20968), ('use', 17877), ('group', 17466), ('significant', 15596), ('high', 14681), ('treatment', 14314), ('cell', 14211), ('clinic', 14146), ('disease', 13115), ('show', 12992), ('method', 12446), ('case', 11905), ('conclusion', 11177), ('increase', 11097), ('year', 10833), ('find', 10665), ('analysis', 10277), ('level', 10149), ('associate', 9180), ('surgery', 9107), ('±', 9071), ('age', 8993), ('control', 8823), ('risk', 8703), ('data', 8630), ('evaluate', 8611), ('compare', 8409), ('low', 8168)];[(('patients', 'NNS'), 60094), (('results', 'NNS'), 18339), (('study', 'NN'), 15469), (('clinical', 'JJ'), 13518), (('treatment', 'NN'), 13065), (('group', 'NN'), 12216), (('methods', 'NNS'), 10059), (('disease', 'NN'), 8806), (('analysis', 'NN'), 8777), (('cases', 'NNS'), 8019), (('data', 'NNS'), 8012), (('significant', 'JJ'), 7911), (('years', 'NNS'), 7905), (('associated', 'VBN'), 7833), (('compared', 'VBN'), 7725), (('significantly', 'RB'), 7685), (('risk', 'NN'), 7679), (('showed', 'VBD'), 7570), (('cells', 'NNS'), 7478), (('may', 'MD'), 7387), (('levels', 'NNS'), 7271), (('age', 'NN'), 7111), (('conclusions', 'NNS'), 6971), (('cancer', 'NN'), 6779), (('using', 'VBG'), 6743), (('different', 'JJ'), 6707), (('months', 'NNS'), 6670), (('higher', 'JJR'), 5980), (('±', 'NNP'), 5740), (('rate', 'NN'), 5409)]
60032111;[('cell', 5135), ('use', 4880), ('study', 4861), ('result', 4264), ('show', 3771), ('high', 2902), ('different', 2900), ('analysis', 2849), ('data', 2697), ('model', 2651), ('find', 2621), ('effect', 2562), ('activity', 2516), ('increase', 2378), ('present', 2290), ('level', 2275), ('system', 2017), ('significant', 1983), ('time', 1943), ('sample', 1903), ('method', 1783), ('new', 1704), ('low', 1679), ('group', 1650), ('patient', 1632), ('investigate', 1621), ('structure', 1620), ('test', 1589), ('observe', 1587), ('suggest', 1521)];[(('results', 'NNS'), 3267), (('different', 'JJ'), 2825), (('cells', 'NNS'), 2689), (('data', 'NNS'), 2552), (('study', 'NN'), 2447), (('analysis', 'NN'), 2218), (('using', 'VBG'), 2213), (('activity', 'NN'), 2037), (('new', 'JJ'), 1701), (('cell', 'NN'), 1570), (('time', 'NN'), 1552), (('model', 'NN'), 1529), (('patients', 'NNS'), 1466), (('may', 'MD'), 1449), (('effects', 'NNS'), 1448), (('species', 'NNS'), 1444), (('used', 'VBN'), 1336), (('system', 'NN'), 1325), (('showed', 'VBD'), 1296), (('found', 'VBD'), 1268), (('high', 'JJ'), 1264), (('significant', 'JJ'), 1236), (('present', 'JJ'), 1230), (('paper', 'NN'), 1203), (('based', 'VBN'), 1195), (('rights', 'NNS'), 1172), (('presence', 'NN'), 1151), (('authors', 'NNS'), 1141), (('conditions', 'NNS'), 1138), (('effect', 'NN'), 1114)]
60032256;[('patient', 37534), ('study', 20889), ('result', 16510), ('use', 15740), ('cell', 13141), ('high', 12102), ('show', 11570), ('significant', 11364), ('group', 10929), ('method', 9694), ('analysis', 9640), ('increase', 9393), ('treatment', 9261), ('find', 9257), ('clinic', 8540), ('disease', 8225), ('level', 8045), ('year', 8014), ('case', 7775), ('different', 7478), ('conclusion', 7459), ('associate', 7313), ('data', 7262), ('effect', 7226), ('control', 7061), ('±', 7041), ('present', 6856), ('test', 6780), ('low', 6662), ('age', 6616)];[(('patients', 'NNS'), 34246), (('results', 'NNS'), 14088), (('study', 'NN'), 12000), (('treatment', 'NN'), 8379), (('clinical', 'JJ'), 8024), (('analysis', 'NN'), 8009), (('group', 'NN'), 7326), (('different', 'JJ'), 7312), (('methods', 'NNS'), 7177), (('data', 'NNS'), 6769), (('cells', 'NNS'), 6690), (('using', 'VBG'), 6322), (('associated', 'VBN'), 6208), (('may', 'MD'), 6021), (('significant', 'JJ'), 5868), (('years', 'NNS'), 5822), (('risk', 'NN'), 5806), (('showed', 'VBD'), 5773), (('compared', 'VBN'), 5611), (('significantly', 'RB'), 5496), (('disease', 'NN'), 5464), (('levels', 'NNS'), 5166), (('age', 'NN'), 5124), (('cases', 'NNS'), 5104), (('time', 'NN'), 4731), (('higher', 'JJR'), 4639), (('cell', 'NN'), 4598), (('±', 'NNP'), 4543), (('conclusions', 'NNS'), 4536), (('high', 'JJ'), 4524)]
