;title_lemma;title_pos
60019089;[('effect', 243), ('cell', 207), ('italy', 203), ('study', 159), ('italian', 142), ('analysis', 139), ('dog', 125), ('activity', 111), ('use', 107), ('system', 107), ('food', 106), ('sheep', 105), ('quality', 97), ('human', 94), ('detection', 93), ('di', 92), ('evaluation', 87), ('receptor', 87), ('canine', 85), ('model', 85), ('characterization', 85), ('acid', 83), ('molecule', 83), ('olive', 82), ('cat', 75), ('vitro', 75), ('different', 74), ('gene', 74), ('treatment', 72), ('role', 72)];[(('italian', 'JJ'), 142), (('effect', 'NN'), 138), (('study', 'NN'), 134), (('analysis', 'NN'), 131), (('italy', 'NN'), 119), (('cells', 'NNS'), 110), (('effects', 'NNS'), 105), (('activity', 'NN'), 99), (('quality', 'NN'), 95), (('detection', 'NN'), 91), (('food', 'NN'), 88), (('dogs', 'NNS'), 84), (('evaluation', 'NN'), 84), (('characterization', 'NN'), 84), (('human', 'JJ'), 83), (('system', 'NN'), 81), (('molecular', 'JJ'), 76), (('different', 'JJ'), 71), (('role', 'NN'), 71), (('using', 'VBG'), 70), (('cell', 'NN'), 70), (('di', 'NN'), 67), (('olive', 'JJ'), 67), (('treatment', 'NN'), 65), (('properties', 'NNS'), 65), (('model', 'NN'), 62), (('expression', 'NN'), 62), (('canine', 'NN'), 60), (('new', 'JJ'), 59), (('growth', 'NN'), 56)]
60020167;[('model', 399), ('effect', 374), ('analysis', 371), ('system', 320), ('italy', 302), ('use', 267), ('approach', 252), ('study', 222), ('network', 213), ('cell', 212), ('problem', 200), ('soil', 193), ('olive', 183), ('solution', 174), ('application', 163), ('case', 158), ('base', 150), ('calabria', 144), ('different', 143), ('oil', 140), ('new', 139), ('structure', 139), ('southern', 137), ('method', 135), ('activity', 135), ('assessment', 133), ('mediterranean', 132), ('response', 127), ('nonlinear', 126), ('forest', 123)];[(('analysis', 'NN'), 349), (('approach', 'NN'), 229), (('effects', 'NNS'), 217), (('model', 'NN'), 212), (('italy', 'NN'), 207), (('study', 'NN'), 189), (('using', 'VBG'), 184), (('systems', 'NNS'), 174), (('effect', 'NN'), 157), (('system', 'NN'), 146), (('based', 'VBN'), 145), (('case', 'NN'), 144), (('different', 'JJ'), 140), (('olive', 'JJ'), 140), (('solutions', 'NNS'), 140), (('new', 'JJ'), 139), (('southern', 'JJ'), 135), (('soil', 'NN'), 123), (('cells', 'NNS'), 117), (('evaluation', 'NN'), 115), (('activity', 'NN'), 115), (('problems', 'NNS'), 114), (('energy', 'NN'), 111), (('properties', 'NNS'), 110), (('networks', 'NNS'), 110), (('characterization', 'NN'), 107), (('quality', 'NN'), 103), (('response', 'NN'), 101), (('italian', 'JJ'), 100), (('growth', 'NN'), 100)]
60020261;[('model', 1254), ('study', 1141), ('analysis', 1106), ('membrane', 1062), ('atlas', 1034), ('use', 1014), ('system', 930), ('effect', 891), ('detector', 885), ('italy', 866), ('collision', 809), ('structure', 772), ('cell', 757), ('tev', 736), ('measurement', 671), ('property', 664), ('approach', 658), ('production', 606), ('new', 603), ('synthesis', 593), ('search', 586), ('pp', 540), ('base', 515), ('complex', 497), ('experiment', 480), ('data', 478), ('human', 474), ('√s', 470), ('liquid', 466), ('crystal', 466)];[(('analysis', 'NN'), 1029), (('study', 'NN'), 897), (('detector', 'NN'), 873), (('using', 'VBG'), 810), (('atlas', 'NNS'), 798), (('collisions', 'NNS'), 736), (('properties', 'NNS'), 644), (('model', 'NN'), 622), (('production', 'NN'), 606), (('new', 'JJ'), 603), (('italy', 'NN'), 601), (('approach', 'NN'), 582), (('membrane', 'NN'), 571), (('search', 'NN'), 543), (('synthesis', 'NN'), 531), (('effects', 'NNS'), 507), (('based', 'VBN'), 473), (('systems', 'NNS'), 468), (('data', 'NNS'), 463), (('system', 'NN'), 462), (('human', 'JJ'), 450), (('characterization', 'NN'), 447), (('membranes', 'NNS'), 433), (('southern', 'JJ'), 419), (('cells', 'NNS'), 408), (('effect', 'NN'), 384), (('energy', 'NN'), 382), (('measurement', 'NN'), 375), (('activity', 'NN'), 357), (('tev', 'JJ'), 356)]
60020919;[('collision', 940), ('tev', 787), ('measurement', 782), ('italy', 773), ('decay', 771), ('search', 733), ('study', 678), ('production', 583), ('analysis', 576), ('use', 570), ('southern', 486), ('effect', 478), ('model', 475), ('√s', 428), ('pp', 427), ('system', 388), ('structure', 362), ('boson', 360), ('new', 331), ('protonproton', 320), ('→', 317), ('state', 300), ('water', 281), ('property', 267), ('jet', 260), ('approach', 258), ('soil', 250), ('activity', 245), ('characterization', 245), ('observation', 240)];[(('collisions', 'NNS'), 934), (('search', 'NN'), 681), (('italy', 'NN'), 592), (('production', 'NN'), 583), (('analysis', 'NN'), 542), (('tev', 'NN'), 499), (('study', 'NN'), 494), (('measurement', 'NN'), 487), (('southern', 'JJ'), 482), (('using', 'VBG'), 429), (('√s', 'VBP'), 390), (('new', 'JJ'), 331), (('decays', 'NNS'), 289), (('effects', 'NNS'), 272), (('properties', 'NNS'), 261), (('→', 'NNP'), 254), (('characterization', 'NN'), 243), (('model', 'NN'), 242), (('tev', 'VBP'), 239), (('approach', 'NN'), 225), (('pp', 'NN'), 220), (('case', 'NN'), 219), (('final', 'JJ'), 217), (('water', 'NN'), 212), (('activity', 'NN'), 209), (('data', 'NNS'), 209), (('effect', 'NN'), 206), (('decay', 'NN'), 206), (('system', 'NN'), 204), (('soil', 'NN'), 202)]
60021859;[('study', 6306), ('patient', 3708), ('effect', 3601), ('analysis', 3173), ('cell', 3132), ('di', 3042), ('model', 2866), ('italy', 2756), ('new', 2544), ('structure', 2476), ('use', 2441), ('system', 2386), ('human', 2286), ('case', 1976), ('disease', 1911), ('italian', 1893), ('treatment', 1882), ('carbon', 1685), ('complex', 1669), ('cancer', 1633), ('synthesis', 1598), ('activity', 1577), ('clinic', 1545), ('measurement', 1471), ('approach', 1425), ('role', 1375), ('evaluation', 1374), ('inhibitor', 1337), ('molecule', 1333), ('property', 1327)];[(('study', 'NN'), 4838), (('patients', 'NNS'), 3402), (('analysis', 'NN'), 2956), (('new', 'JJ'), 2539), (('di', 'NN'), 2335), (('human', 'JJ'), 2105), (('effects', 'NNS'), 2054), (('italian', 'JJ'), 1862), (('italy', 'NN'), 1834), (('treatment', 'NN'), 1784), (('cells', 'NNS'), 1631), (('case', 'NN'), 1606), (('effect', 'NN'), 1547), (('using', 'VBG'), 1531), (('clinical', 'JJ'), 1504), (('model', 'NN'), 1489), (('cancer', 'NN'), 1437), (('activity', 'NN'), 1415), (('synthesis', 'NN'), 1363), (('structure', 'NN'), 1341), (('role', 'NN'), 1331), (('anhydrase', 'NN'), 1313), (('evaluation', 'NN'), 1312), (('properties', 'NNS'), 1288), (('carbonic', 'JJ'), 1271), (('approach', 'NN'), 1205), (('systems', 'NNS'), 1204), (('disease', 'NN'), 1183), (('system', 'NN'), 1182), (('collisions', 'NNS'), 1171)]
60022778;[('study', 3608), ('patient', 2713), ('di', 2531), ('effect', 2513), ('italy', 2132), ('cell', 1882), ('analysis', 1795), ('use', 1586), ('case', 1400), ('disease', 1372), ('new', 1332), ('italian', 1308), ('treatment', 1286), ('system', 1249), ('human', 1225), ('measurement', 1205), ('model', 1186), ('decay', 1153), ('collision', 1132), ('clinic', 1021), ('activity', 1002), ('del', 999), ('evaluation', 983), ('search', 947), ('production', 919), ('role', 905), ('southern', 903), ('acid', 887), ('characterization', 873), ('cancer', 870)];[(('study', 'NN'), 3015), (('patients', 'NNS'), 2459), (('di', 'NN'), 1967), (('analysis', 'NN'), 1679), (('italy', 'NN'), 1476), (('effects', 'NNS'), 1367), (('new', 'JJ'), 1329), (('italian', 'JJ'), 1294), (('treatment', 'NN'), 1209), (('effect', 'NN'), 1146), (('human', 'JJ'), 1110), (('case', 'NN'), 1108), (('collisions', 'NNS'), 1100), (('clinical', 'JJ'), 991), (('production', 'NN'), 917), (('evaluation', 'NN'), 910), (('cells', 'NNS'), 906), (('southern', 'JJ'), 900), (('using', 'VBG'), 894), (('role', 'NN'), 882), (('activity', 'NN'), 868), (('characterization', 'NN'), 862), (('search', 'NN'), 849), (('disease', 'NN'), 832), (('della', 'NN'), 827), (('del', 'NN'), 809), (('system', 'NN'), 758), (('synthesis', 'NN'), 743), (('multiple', 'JJ'), 730), (('measurement', 'NN'), 726)]
60022956;[('patient', 939), ('study', 865), ('effect', 551), ('cell', 497), ('italy', 408), ('italian', 378), ('disease', 370), ('case', 362), ('use', 353), ('analysis', 350), ('treatment', 313), ('di', 292), ('clinic', 258), ('heart', 248), ('model', 229), ('quality', 229), ('syndrome', 228), ('role', 225), ('cancer', 217), ('human', 208), ('carcinoma', 201), ('new', 201), ('factor', 198), ('approach', 196), ('evaluation', 193), ('system', 190), ('different', 189), ('expression', 189), ('chronic', 186), ('risk', 184)];[(('patients', 'NNS'), 858), (('study', 'NN'), 793), (('italian', 'JJ'), 373), (('analysis', 'NN'), 333), (('effects', 'NNS'), 318), (('case', 'NN'), 317), (('treatment', 'NN'), 289), (('italy', 'NN'), 265), (('clinical', 'JJ'), 249), (('effect', 'NN'), 233), (('cell', 'NN'), 232), (('disease', 'NN'), 222), (('role', 'NN'), 221), (('di', 'NN'), 218), (('quality', 'NN'), 210), (('cells', 'NNS'), 209), (('cancer', 'NN'), 201), (('new', 'JJ'), 201), (('different', 'JJ'), 185), (('evaluation', 'NN'), 184), (('expression', 'NN'), 180), (('human', 'JJ'), 179), (('using', 'VBG'), 177), (('chronic', 'JJ'), 172), (('approach', 'NN'), 168), (('risk', 'NN'), 165), (('carcinoma', 'NN'), 163), (('activity', 'NN'), 162), (('report', 'NN'), 156), (('production', 'NN'), 156)]
60023256;[('model', 4921), ('analysis', 3362), ('system', 3130), ('study', 2240), ('effect', 1907), ('design', 1833), ('approach', 1824), ('use', 1794), ('structure', 1710), ('control', 1655), ('dynamic', 1618), ('application', 1539), ('base', 1497), ('method', 1459), ('network', 1430), ('experiment', 1415), ('new', 1187), ('assessment', 1151), ('performance', 1104), ('process', 1090), ('energy', 1050), ('simulation', 1032), ('problem', 995), ('property', 993), ('data', 982), ('case', 960), ('high', 951), ('measurement', 895), ('flow', 892), ('surface', 868)];[(('analysis', 'NN'), 3170), (('model', 'NN'), 2070), (('systems', 'NNS'), 1875), (('study', 'NN'), 1782), (('design', 'NN'), 1620), (('approach', 'NN'), 1561), (('control', 'NN'), 1395), (('based', 'VBN'), 1393), (('using', 'VBG'), 1364), (('system', 'NN'), 1255), (('new', 'JJ'), 1187), (('experimental', 'JJ'), 1013), (('energy', 'NN'), 1012), (('performance', 'NN'), 1005), (('effects', 'NNS'), 986), (('properties', 'NNS'), 957), (('data', 'NNS'), 955), (('effect', 'NN'), 921), (('case', 'NN'), 917), (('models', 'NNS'), 913), (('method', 'NN'), 902), (('dynamics', 'NNS'), 865), (('modeling', 'VBG'), 827), (('optical', 'JJ'), 825), (('assessment', 'NN'), 810), (('networks', 'NNS'), 803), (('numerical', 'JJ'), 801), (('evaluation', 'NN'), 781), (('simulation', 'NN'), 749), (('application', 'NN'), 742)]
60024316;[('european', 378), ('policy', 237), ('europe', 226), ('law', 189), ('eu', 179), ('political', 167), ('market', 164), ('social', 162), ('economy', 154), ('state', 154), ('international', 149), ('case', 149), ('union', 139), ('model', 137), ('evidence', 119), ('trade', 119), ('right', 119), ('crisis', 116), ('party', 109), ('analysis', 108), ('new', 107), ('role', 107), ('effect', 105), ('de', 105), ('politics', 101), ('system', 99), ('governance', 95), ('finance', 94), ('italy', 93), ('education', 93)];[(('european', 'JJ'), 354), (('policy', 'NN'), 186), (('law', 'NN'), 183), (('political', 'JJ'), 167), (('social', 'JJ'), 161), (('international', 'JJ'), 149), (('case', 'NN'), 133), (('europe', 'NN'), 132), (('evidence', 'NN'), 118), (('union', 'NN'), 117), (('economic', 'JJ'), 110), (('new', 'JJ'), 107), (('analysis', 'NN'), 103), (('role', 'NN'), 101), (('politics', 'NNS'), 101), (('market', 'NN'), 100), (('crisis', 'NN'), 100), (('trade', 'NN'), 98), (('governance', 'NN'), 95), (('public', 'JJ'), 85), (('rights', 'NNS'), 84), (('state', 'NN'), 83), (('migration', 'NN'), 77), (('italian', 'JJ'), 77), (('global', 'JJ'), 75), (('integration', 'NN'), 75), (('legal', 'JJ'), 71), (('states', 'NNS'), 69), (('effects', 'NNS'), 65), (('human', 'JJ'), 65)]
60024353;[('atlas', 1061), ('detector', 1021), ('model', 800), ('collision', 799), ('study', 784), ('tev', 774), ('use', 753), ('analysis', 729), ('effect', 709), ('measurement', 645), ('search', 644), ('cell', 619), ('system', 616), ('pp', 544), ('√s', 525), ('italy', 521), ('property', 508), ('production', 488), ('structure', 464), ('film', 449), ('new', 436), ('laser', 434), ('mediterranean', 413), ('base', 404), ('application', 395), ('characterization', 388), ('approach', 385), ('experiment', 363), ('decay', 355), ('high', 342)];[(('detector', 'NN'), 969), (('atlas', 'NNS'), 824), (('collisions', 'NNS'), 729), (('analysis', 'NN'), 674), (('using', 'VBG'), 618), (('search', 'NN'), 589), (('study', 'NN'), 578), (('production', 'NN'), 488), (('properties', 'NNS'), 487), (('new', 'JJ'), 436), (('model', 'NN'), 411), (('effects', 'NNS'), 400), (('films', 'NNS'), 395), (('based', 'VBN'), 380), (('characterization', 'NN'), 378), (('italy', 'NN'), 374), (('tev', 'JJ'), 374), (('√s', 'VBP'), 372), (('cells', 'NNS'), 351), (('measurement', 'NN'), 345), (('system', 'NN'), 340), (('approach', 'NN'), 330), (('data', 'NNS'), 325), (('effect', 'NN'), 309), (('energy', 'NN'), 296), (('sea', 'NN'), 291), (('pp', 'NN'), 289), (('laser', 'NN'), 282), (('systems', 'NNS'), 276), (('synthesis', 'NN'), 260)]
60024690;[('study', 2684), ('cell', 1904), ('patient', 1630), ('effect', 1503), ('human', 1297), ('analysis', 1269), ('di', 1154), ('italy', 1116), ('receptor', 1057), ('measurement', 1023), ('model', 981), ('decay', 974), ('new', 970), ('use', 961), ('synthesis', 951), ('activity', 850), ('case', 833), ('system', 832), ('structure', 799), ('disease', 770), ('treatment', 719), ('cancer', 672), ('factor', 667), ('complex', 641), ('italian', 625), ('characterization', 614), ('evaluation', 601), ('clinic', 577), ('result', 573), ('acid', 573)];[(('study', 'NN'), 2152), (('patients', 'NNS'), 1493), (('human', 'JJ'), 1206), (('analysis', 'NN'), 1163), (('cells', 'NNS'), 1071), (('new', 'JJ'), 970), (('di', 'NN'), 896), (('effects', 'NNS'), 859), (('synthesis', 'NN'), 846), (('italy', 'NN'), 779), (('activity', 'NN'), 766), (('receptor', 'NN'), 741), (('case', 'NN'), 699), (('treatment', 'NN'), 686), (('effect', 'NN'), 644), (('measurement', 'NN'), 615), (('italian', 'JJ'), 612), (('using', 'VBG'), 599), (('characterization', 'NN'), 597), (('evaluation', 'NN'), 572), (('clinical', 'JJ'), 563), (('cell', 'NN'), 563), (('results', 'NNS'), 556), (('cancer', 'NN'), 538), (('disease', 'NN'), 520), (('model', 'NN'), 489), (('role', 'NN'), 487), (('system', 'NN'), 481), (('approach', 'NN'), 478), (('expression', 'NN'), 462)]
60025153;[('study', 4350), ('patient', 3534), ('cell', 3392), ('di', 2802), ('effect', 2678), ('analysis', 2344), ('model', 2203), ('use', 2162), ('system', 2086), ('measurement', 1865), ('human', 1780), ('disease', 1774), ('collision', 1701), ('treatment', 1690), ('new', 1682), ('search', 1582), ('case', 1542), ('tev', 1515), ('decay', 1459), ('structure', 1457), ('clinic', 1411), ('italy', 1353), ('activity', 1333), ('cancer', 1293), ('italian', 1272), ('production', 1260), ('approach', 1179), ('detector', 1165), ('evaluation', 1100), ('experiment', 1086)];[(('study', 'NN'), 3631), (('patients', 'NNS'), 3225), (('di', 'NN'), 2214), (('analysis', 'NN'), 2172), (('cells', 'NNS'), 1707), (('new', 'JJ'), 1682), (('treatment', 'NN'), 1625), (('collisions', 'NNS'), 1613), (('human', 'JJ'), 1588), (('effects', 'NNS'), 1466), (('using', 'VBG'), 1455), (('search', 'NN'), 1426), (('clinical', 'JJ'), 1373), (('system', 'NN'), 1299), (('cell', 'NN'), 1277), (('production', 'NN'), 1257), (('italian', 'JJ'), 1257), (('case', 'NN'), 1228), (('effect', 'NN'), 1212), (('cancer', 'NN'), 1191), (('model', 'NN'), 1148), (('activity', 'NN'), 1106), (('disease', 'NN'), 1074), (('detector', 'NN'), 1061), (('measurement', 'NN'), 1048), (('evaluation', 'NN'), 1045), (('approach', 'NN'), 1022), (('della', 'NN'), 982), (('properties', 'NNS'), 960), (('role', 'NN'), 923)]
60025965;[('study', 1444), ('atlas', 1009), ('patient', 986), ('effect', 946), ('detector', 925), ('use', 916), ('analysis', 903), ('collision', 844), ('model', 830), ('cell', 787), ('tev', 782), ('search', 746), ('measurement', 708), ('system', 667), ('production', 587), ('italian', 561), ('di', 543), ('pp', 538), ('√s', 525), ('cancer', 511), ('italy', 468), ('decay', 432), ('new', 423), ('structure', 423), ('treatment', 418), ('approach', 411), ('boson', 376), ('high', 371), ('case', 361), ('method', 358)];[(('study', 'NN'), 1232), (('patients', 'NNS'), 910), (('detector', 'NN'), 898), (('analysis', 'NN'), 845), (('atlas', 'NNS'), 786), (('collisions', 'NNS'), 778), (('using', 'VBG'), 677), (('search', 'NN'), 671), (('production', 'NN'), 586), (('italian', 'JJ'), 556), (('effect', 'NN'), 477), (('cancer', 'NN'), 475), (('effects', 'NNS'), 469), (('new', 'JJ'), 422), (('measurement', 'NN'), 421), (('model', 'NN'), 397), (('di', 'NN'), 396), (('√s', 'VBP'), 388), (('treatment', 'NN'), 378), (('cells', 'NNS'), 371), (('approach', 'NN'), 365), (('tev', 'JJ'), 363), (('data', 'NNS'), 344), (('cell', 'NN'), 337), (('system', 'NN'), 334), (('systems', 'NNS'), 333), (('case', 'NN'), 319), (('italy', 'NN'), 313), (('clinical', 'JJ'), 311), (('high', 'JJ'), 295)]
60026298;[('effect', 780), ('study', 728), ('structure', 599), ('synthesis', 575), ('italy', 568), ('activity', 536), ('receptor', 492), ('rat', 482), ('new', 443), ('cell', 426), ('model', 426), ('system', 401), ('analysis', 397), ('complex', 378), ('characterization', 374), ('use', 359), ('central', 342), ('di', 327), ('property', 312), ('human', 291), ('derivative', 288), ('oil', 259), ('ligand', 247), ('quantum', 245), ('evaluation', 243), ('acid', 225), ('essential', 220), ('cancer', 208), ('different', 207), ('approach', 205)];[(('study', 'NN'), 509), (('synthesis', 'NN'), 492), (('activity', 'NN'), 463), (('new', 'JJ'), 442), (('effects', 'NNS'), 414), (('italy', 'NN'), 382), (('analysis', 'NN'), 370), (('characterization', 'NN'), 370), (('effect', 'NN'), 366), (('receptor', 'NN'), 347), (('central', 'JJ'), 342), (('properties', 'NNS'), 311), (('structure', 'NN'), 283), (('human', 'JJ'), 269), (('complexes', 'NNS'), 261), (('rats', 'NNS'), 260), (('di', 'NN'), 256), (('derivatives', 'NNS'), 252), (('using', 'VBG'), 248), (('model', 'NN'), 237), (('evaluation', 'NN'), 227), (('structural', 'JJ'), 218), (('essential', 'JJ'), 217), (('cells', 'NNS'), 209), (('system', 'NN'), 203), (('different', 'JJ'), 199), (('systems', 'NNS'), 198), (('oil', 'NN'), 184), (('approach', 'NN'), 182), (('quantum', 'NN'), 170)]
60026777;[('patient', 2864), ('study', 2514), ('cell', 1585), ('effect', 1396), ('disease', 1327), ('cancer', 1258), ('analysis', 1243), ('treatment', 1155), ('case', 1061), ('clinic', 972), ('italian', 964), ('human', 878), ('italy', 837), ('model', 827), ('role', 734), ('use', 732), ('di', 697), ('system', 696), ('new', 656), ('report', 616), ('factor', 609), ('syndrome', 605), ('activity', 602), ('child', 586), ('type', 581), ('evaluation', 578), ('therapy', 575), ('heart', 573), ('chronic', 573), ('surgery', 561)];[(('patients', 'NNS'), 2587), (('study', 'NN'), 2229), (('analysis', 'NN'), 1160), (('cancer', 'NN'), 1138), (('treatment', 'NN'), 1094), (('italian', 'JJ'), 960), (('clinical', 'JJ'), 940), (('disease', 'NN'), 939), (('case', 'NN'), 881), (('effects', 'NNS'), 843), (('human', 'JJ'), 804), (('cells', 'NNS'), 791), (('role', 'NN'), 720), (('new', 'JJ'), 653), (('cell', 'NN'), 644), (('evaluation', 'NN'), 553), (('effect', 'NN'), 553), (('di', 'NN'), 544), (('children', 'NNS'), 540), (('report', 'NN'), 519), (('activity', 'NN'), 514), (('therapy', 'NN'), 509), (('chronic', 'JJ'), 504), (('italy', 'NN'), 501), (('expression', 'NN'), 499), (('model', 'NN'), 454), (('system', 'NN'), 444), (('approach', 'NN'), 444), (('results', 'NNS'), 444), (('management', 'NN'), 436)]
60027141;[('di', 163), ('italian', 129), ('la', 117), ('italy', 112), ('age', 98), ('model', 98), ('case', 80), ('economy', 79), ('analysis', 76), ('il', 71), ('della', 71), ('study', 71), ('del', 70), ('new', 63), ('policy', 61), ('education', 61), ('«', 61), ('»', 61), ('use', 59), ('dynamic', 57), ('school', 55), ('social', 54), ('city', 53), ('approach', 50), ('de', 49), ('role', 48), ('history', 46), ('estimation', 45), ('per', 45), ('european', 44)];[(('italian', 'JJ'), 128), (('di', 'NN'), 121), (('age', 'NN'), 90), (('case', 'NN'), 77), (('analysis', 'NN'), 71), (('della', 'NN'), 69), (('model', 'NN'), 68), (('italy', 'NN'), 65), (('new', 'JJ'), 63), (('il', 'NN'), 59), (('del', 'NN'), 53), (('study', 'NN'), 53), (('social', 'JJ'), 53), (('economic', 'JJ'), 52), (('la', 'NN'), 47), (('approach', 'NN'), 46), (('role', 'NN'), 45), (('»', 'NNP'), 45), (('per', 'IN'), 45), (('growth', 'NN'), 44), (('education', 'NN'), 44), (('estimation', 'NN'), 44), (('la', 'FW'), 43), (('european', 'JJ'), 41), (('population', 'NN'), 40), (('school', 'NN'), 40), (('history', 'NN'), 37), (('dynamics', 'NNS'), 37), (('public', 'JJ'), 36), (('development', 'NN'), 36)]
60027299;[('collision', 1081), ('tev', 899), ('model', 801), ('search', 630), ('analysis', 582), ('measurement', 558), ('use', 544), ('system', 540), ('pp', 469), ('production', 465), ('√s', 421), ('study', 392), ('design', 374), ('approach', 346), ('boson', 346), ('protonproton', 329), ('base', 327), ('decay', 299), ('effect', 298), ('state', 292), ('network', 283), ('jet', 263), ('control', 252), ('energy', 249), ('experiment', 247), ('performance', 247), ('laser', 247), ('structure', 234), ('dynamic', 224), ('cross', 219)];[(('collisions', 'NNS'), 1072), (('tev', 'NN'), 591), (('search', 'NN'), 585), (('analysis', 'NN'), 559), (('using', 'VBG'), 472), (('production', 'NN'), 465), (('model', 'NN'), 393), (('√s', 'VBP'), 386), (('design', 'NN'), 344), (('measurement', 'NN'), 343), (('study', 'NN'), 332), (('based', 'VBN'), 309), (('approach', 'NN'), 305), (('systems', 'NNS'), 278), (('system', 'NN'), 262), (('tev', 'VBP'), 255), (('energy', 'NN'), 238), (('performance', 'NN'), 229), (('pp', 'NN'), 226), (('control', 'NN'), 220), (('new', 'JJ'), 215), (('cross', 'NN'), 210), (('final', 'JJ'), 199), (('case', 'NN'), 180), (('large', 'JJ'), 179), (('optical', 'JJ'), 176), (('networks', 'NNS'), 171), (('boson', 'NN'), 171), (('protonproton', 'NN'), 169), (('laser', 'NN'), 165)]
60027509;[('study', 3684), ('cell', 3198), ('patient', 3065), ('effect', 2220), ('analysis', 2032), ('model', 2032), ('use', 1781), ('system', 1694), ('human', 1693), ('disease', 1661), ('treatment', 1391), ('measurement', 1277), ('detector', 1274), ('new', 1189), ('case', 1169), ('italian', 1140), ('structure', 1134), ('search', 1088), ('atlas', 1063), ('result', 991), ('clinic', 977), ('role', 948), ('collision', 937), ('decay', 915), ('di', 914), ('high', 911), ('approach', 900), ('property', 895), ('activity', 885), ('control', 882)];[(('study', 'NN'), 3125), (('patients', 'NNS'), 2748), (('analysis', 'NN'), 1920), (('cells', 'NNS'), 1717), (('human', 'JJ'), 1544), (('treatment', 'NN'), 1314), (('using', 'VBG'), 1296), (('effects', 'NNS'), 1212), (('new', 'JJ'), 1188), (('italian', 'JJ'), 1123), (('cell', 'NN'), 1118), (('detector', 'NN'), 1115), (('model', 'NN'), 1105), (('case', 'NN'), 1015), (('effect', 'NN'), 1008), (('disease', 'NN'), 968), (('results', 'NNS'), 944), (('clinical', 'JJ'), 943), (('search', 'NN'), 943), (('role', 'NN'), 915), (('systems', 'NNS'), 897), (('collisions', 'NNS'), 861), (('properties', 'NNS'), 854), (('atlas', 'NNS'), 828), (('system', 'NN'), 797), (('activity', 'NN'), 794), (('approach', 'NN'), 786), (('data', 'NNS'), 745), (('cancer', 'NN'), 743), (('growth', 'NN'), 717)]
60027791;[('san', 7), ('de', 7), ('care', 6), ('di', 5), ('la', 5), ('basilica', 4), ('giovanni', 4), ('project', 4), ('church', 4), ('rome', 4), ('adulis', 3), ('christian', 3), ('st', 3), ('progetto', 3), ('dei', 3), ('Middle_Ages', 3), ('monument', 3), ('del', 3), ('alla', 3), ('bone', 3), ('saint', 3), ('way', 2), ('horn', 2), ('africa', 2), ('archeology', 2), ('peter', 2), ('light', 2), ('evangelista', 2), ('ravenna', 2), ('della', 2)];[(('care', 'NN'), 6), (('san', 'JJ'), 5), (('project', 'NN'), 4), (('christian', 'JJ'), 3), (('basilica', 'NN'), 3), (('giovanni', 'NN'), 3), (('dei', 'NN'), 3), (('la', 'NN'), 3), (('del', 'NN'), 3), (('alla', 'NN'), 3), (('di', 'NN'), 3), (('des', 'NNS'), 3), (('way', 'NN'), 2), (('africa', 'NN'), 2), (('archaeological', 'JJ'), 2), (('evangelista', 'NN'), 2), (('ravenna', 'NN'), 2), (('della', 'NN'), 2), (('di', 'VBZ'), 2), (('stato', 'NN'), 2), (('episcopales', 'NNS'), 2), (('tuscan', 'JJ'), 2), (('late', 'JJ'), 2), (('medieval', 'NN'), 2), (('monumental', 'JJ'), 2), (('tardo', 'NN'), 2), (('antica', 'NN'), 2), (('progetto', 'NN'), 2), (('data', 'NNS'), 2), (('riflessioni', 'NN'), 2)]
60028218;[('study', 8164), ('effect', 5506), ('patient', 5072), ('analysis', 4915), ('model', 4411), ('cell', 4301), ('di', 3856), ('use', 3794), ('system', 3249), ('new', 3045), ('case', 2984), ('italy', 2862), ('treatment', 2780), ('measurement', 2656), ('structure', 2644), ('collision', 2594), ('disease', 2564), ('human', 2521), ('italian', 2343), ('clinic', 2142), ('approach', 2112), ('acid', 2111), ('production', 2082), ('search', 2058), ('synthesis', 1973), ('tev', 1960), ('activity', 1939), ('evaluation', 1884), ('property', 1857), ('molecule', 1852)];[(('study', 'NN'), 6678), (('patients', 'NNS'), 4595), (('analysis', 'NN'), 4586), (('new', 'JJ'), 3041), (('di', 'NN'), 2958), (('effects', 'NNS'), 2814), (('effect', 'NN'), 2692), (('treatment', 'NN'), 2613), (('using', 'VBG'), 2526), (('collisions', 'NNS'), 2499), (('italian', 'JJ'), 2316), (('human', 'JJ'), 2304), (('case', 'NN'), 2292), (('model', 'NN'), 2238), (('clinical', 'JJ'), 2100), (('production', 'NN'), 2079), (('cells', 'NNS'), 2020), (('italy', 'NN'), 1901), (('search', 'NN'), 1861), (('approach', 'NN'), 1819), (('properties', 'NNS'), 1803), (('evaluation', 'NN'), 1789), (('system', 'NN'), 1777), (('synthesis', 'NN'), 1746), (('cell', 'NN'), 1739), (('disease', 'NN'), 1727), (('activity', 'NN'), 1714), (('role', 'NN'), 1635), (('characterization', 'NN'), 1593), (('different', 'JJ'), 1559)]
